review,rating,sentiment
"nyesel, belanja di Shopee paket gue udah 5 hari kagak dikirim-kirim gue pesen baju padahal mau gue pake itu baju.",1,negatif
bad bad bad bad tidak rekomendasi,1,negatif
Baik dan bagus,5,positif
"untuk shopeefood ada kendala susah mendapatkan driver .Ini Oknum shopeefoodnya yang nakal main atau ada oknum lain,masa kendala kaya gini ga bisa ditangani secepatnya.Ini bisa rugi berapa juta atau miliyar",3,netral
"tolong aplikasinya diperbaiki, soalnya saat mau kembali ke utama sebelumnya di dalam toko. eh malah kembali ke halaman halaman shopeenya. Yang terjadi harus nyari2 toko yang di tuju lagi. segera diperbaiki",3,netral
"mahal banget biaya sekarang, adminnya turuuninn dong.",4,positif
Bagus sihh karna cuma tpii pembatalan sekali knp fitur ny gk bisa cod lgii agkk kecewa sm shopee,5,positif
tambah gopay pembayaran lah,3,netral
sangat membantu barang selalu dikemas sangat rapi,5,positif
kasih qris opsi dong,3,netral
bagus tapi iklannya sangat menggangu,2,negatif
paten x,5,positif
gk bisa COD gk ada nilai²,1,negatif
"sangat menyenangkn dan memudahkn belanja,puas",5,positif
"benerin ekspedisi nya min, nyampe banget masa sebulan bru lama",3,netral
sangat bagus dan membantu,5,positif
shopeee tempat belanja terbaik,5,positif
i love you,5,positif
mantabb,5,positif
sumpah shope sok asik bet setiap buka aplikasi pasti iklan shope hadeh padahal ga klik iklan shopenya tapi tiba' malah ke buka shope dih sok asik muak anjir iklan lu mulu,1,negatif
pelayanan maaf lama sampainya bahkan sampai 2 Minggu. baru barang sampai.,1,negatif
"Jika belanja TIDAK di official store jangan harap pengiriman on time. Pengiriman sering sekali terlambat karena sistem distribusi SPX di hub BURUK (heran sekarang jelek banget beda dengan sebelum 2025) Paket SERING gagal kirim. Kurir yang datang sebenarnya baik dan menjelaskan kenapa sering telat (salah distribusi barang/jalur, paket dikirim banyak banget,dst) Mohon SPX perbaiki sistem pengaturan paket di hub. Jangan sampai konsumen dirugikan dan marah2nya ke kurir, kasihan kurir gak tau apa2",1,negatif
ratting 1 untuk jasa kirim spx lambat,1,negatif
tempatnya belanja nyaman.,5,positif
estimasi diubah ubah terus diubah udah jatuh harinya gak nyampe setiap ditambahin besoknya biar gak bisa pengembalian dana lucu2 suka suka dia aja,1,negatif
keluhan saat beli barang bayar cod lebih cepat sampai tapi saat bayar transfer sangat lama bahkan melebihi estimasi tiba kurir sangat tidak kompeten,3,netral
"harga murah,,,kwalitas terbaik..proses pembelian sangat praktis.",5,positif
pesanan telah diterima dgn baik,5,positif
shopee buat bagus jualan,5,positif
bagus cepat pengiriman banget 👍,5,positif
terlalu berat respon agak lemot..kurang ringan dan kurang jd saat pertama x buka apk,3,netral
"trimakasih sangat Amanah, tp kalo bisa NS penipuan usah soalnya banyak gk lewat spx NS",5,positif
bener-bener ya shopee sekarang semakin kesini semakin sesat. gak tau lagi sama kurirnya gak ada konfirmasi tiba-tiba langsung di batalin sepihak. udah 2 kali kayak gini selalu di batalin padahal kurirnya tidak ada konfirmasi ke pembeli.,2,negatif
"gak rispek banget orang lagi puasa, malah iklan shoope lagi ngemil makanan.",1,negatif
pelayanan shopee lama2 sangat buruk sekali..chat sama cs jg sama je g pernah d tanggapin serius...bintang 1 sngat pantas buat shopee,1,negatif
gak suka! sekarang shopee main batal²in paket sepihak. bhkan seller aja bingung sebelum dikemas tiba paket dibatalin. berlangganan vip pun percuma ujung²nya vchernya gabisa dpakek.,1,negatif
giliran kasih tanggapan negatip ada nih ngcat ke akun email giliran laporan di cs gak di aplikasi nyah nyah memuaskan aneh.penyelesaian nyah lama,3,netral
tanggal tidak sesuai pengiriman sdh seminggu lebih tidak sampai,1,negatif
"Shopee sekarang pengiriman nya lama bisa sampe 6 harian ga kayak dulu cuma di hari maksimal, tolong dong 3 perbaiki lagi 🙏🏻",3,netral
"mau komplain untuk nego neko yang kurang ajar , dan bertanya memaksakan, saya menjawab itu tapi dia bilang saya bohong, coba developer perbaiki lagi atau hapus aja nego neko jujur, ga jelas banget bikin emosi",1,negatif
kenapa harus memaksa pelanggan memakai shope pay padahal saya tidak tahu cara memakai dana dan shope pay tolong jangan begini lagi,3,netral
pelayanan di agen Shopee nya kurang memuaskan. status di apk sdh di sortir. 1 jam kemudian statusnya berganti kurir sdh di tugaskan. tpi agennya pihak mengatakan barang belum bisa di ambil krna masi dalam karung. kalau ambil paket di J&T pasti sdh dikasi buat di ambil,2,negatif
apa bgt ekspedisi pengiriman nya jelek bgt skrng brngku udh lebih dari 2 yng selalu ga nyampe pas dngn alesan slalu d kirim ulang bsok tp ujung²ny Mlah d kembalikan ke seller mna gaada konfirmasi kocak emg bikin kapok belanja di shopee lagi wkwk,1,negatif
"beli barang tidak sesuai terus banyak orang yang foto baju nya bagus tapi tidak sesuai sama fotonya,saya mau nya bahan yang tebal dan juga halus,dan gak sesuai tapi mahal bangett gak ngotak,nihh aplikasi lama lama banyak penipuan, shope Indonesia tolong banned yang foto nya baguss tapi tidak sesuai 👍",1,negatif
wahh aplikasi yang sangat bermanfaat untuk sesuatu perempuan mempermudah untuk membeli kaum,5,positif
banget akhir² gak pengirimannya,3,netral
"untuk event bulan ramadhan ini, saya agak kecewa karena di event bulan ramadhan ini tidak ada daftar voucher yang bisa didapatkan, lebih baik tahun lalu, dan voucher event ramadhan ini bikin sakit jari tangan ,lebih bagus tahun lalu yang tinggal diklik, semoga untuk event bulan ramadhan tahun depan tidak seperti tahun ini dan lebih mudah, lebih gampang dan di nya lebih besar",3,netral
"tempat belanja yang banyak merugikan,banyak barang palsu, tidak sesuai alsan janji yang di tawarkan penanganan lemot ,paket sering di gagal kan oleh pihak pengiriman shopee,spx,selama shopee ga buka jasa pengiriman lain,hanya SpX saja ,sangat merugikan pembeli,dengan paket yang sering di batal kan Tampa sama yang jelas,sangat mengecewakan",1,negatif
"awalnya mau checkout di solaria pakai batal deals, tapi baru liat menu kok tiba-tiba voucher deals kepakai tanpa konfirmasi pin/sandi yg mana itu berarti saldo shopepayku berkurang tanpa konfirmasi. udah itu mau promo pesanan malah ditekankan kembali bahwa saldo tidak bisa kembali. udah mau CO tapi kok kaget biaya penanganan 4000, mahal amat, ditambah ongkir yg cuma diskon 1k jadinya 9k. kalo ditotalin harganya sama saja dengan harga makanan tanpa voucher deals. biasanya kalau apa apa konfirm",1,negatif
gak sesuai,3,netral
diskon nya mantap,5,positif
selalu terbaik dan cepat memudahkan kit,5,positif
"Saya sangat kecewa sama shopee mengenai saldo e-money saya yang belum saya terima pas pengajuan pengembalian dana malah di tolak,ini sudah yang ke dua kalinya,pertama bulan April 2025, yg kedua bulan Maret 2026, asli kecewa banget!!!",1,negatif
"tolong game yang mesin capit kenapa ya, setiap udah lagi, jatuh keambil takut rugi kah?",5,positif
sekarang pengirimannya sering terlambat.jadi costumer jangan bwt tolong kecewa,3,netral
kurang bagus,1,negatif
kucing neko pembohong koin tidak bisa di claim,1,negatif
"shopee gak tanggung jawab banyak penjual penipu,,,,diskripsi beda dengan nyatanya,,,ulasan gak jamin,konsumen di rugibkan",1,negatif
shopee ini makin hari Tanggerang.... tidak jelas..... barang sudah lebih dari 2 Minggu stuck di DC Kosambi makin padahal barang barang urgent yang akan di pakai...,1,negatif
"giliran cod ga giliran cepet cod pesenan lama banget datengnya,",3,netral
cukup baik,3,netral
banyak promo jadi lebih suka belanja apapun pake aplikasi ini,5,positif
"Puas belanja di Shopee, kedepannya tetap menjaga kepuasan pelanggan",5,positif
"tiap buka shopee langsung muncul live, bagi saya itu mengganggu. tolong live jangan langsung muncul saat buka aplikasi",3,netral
map nya gak sesuai,1,negatif
sekarang sering telat paket kirim kalok,3,netral
"suka belanja di shopee,jaya selalu shopee",5,positif
sangaat sangst bagus sekali👍🏻👍🏻👍🏻👍🏻,5,positif
bisa tidak jangan ada langganan VIP nya? karena itu menghambat proses saya membeli barang,2,negatif
kerenlah pokonya mah 🥰,5,positif
aplikasi nya bagus sangat membantu sekali.cukup belanja dishopee beres,5,positif
"UI-UX lebih kurang banget, coba dibuat lebih Simple - supaya gak terlalu berat juga untuk user, UI-UX terlalu ramai biasanya proses scrolling / upload produk jadi nya lama",3,netral
aplikasi nya bagus iklannya sampah,1,negatif
sangat puas belanja di shopee,5,positif
barang sesuai foto,5,positif
aplikasi a lumayan mudah di guna. tapi kurir a di daerah sini yg bermasallah,5,positif
"untuk jadi kendala dari dulu cuman di waktu pengiriman,mau sistem COD atau TF masih sama lamanya minta ampun,bahkan berminggu minggu yang menunggunya...",3,netral
sangat flexibel,5,positif
dari kemarin sya order susah bnget dpet driver kelamaan... salah saya apa setiap pembelian saya selalu debit,1,negatif
"BANYAK PROGRAM TIDAK JELAS DAN SHOPEE TIDAK BISA DI ANDALKAN JIKA MELAKUKAN KOMPLAIN. Banyak Promo, tapi Menipu Hati hati banyak seller Abal Abal namun pihak Shopee tidak memberikan perlindungan kepada pengguna khususnya pembeli, banyak barang KW(abal Abal) di Shopee , padahal sebagai pembeli sudah mengajukan pembatalan namun pihak Shopee selalu memberikan alasan alasan yang seakan akan melindungi pihak seller, hati hati.",1,negatif
"semenjak ortu aku kenal shopee, karna ada shopee aku itu, papa game jadi sering mainin terus, sampe' mau berangkat sekolah jadi terlambat gara' papa aku mainin game shopee dulu, hapus shopee game nya gitu plss",2,negatif
"makin lama makin lemot, hp ram 12 pun bisa cepet panas. konsumsi batrei sangat tinggi. yg bener lu klo update aplikasi. jangan tambah user males buka aplikasi lu..",1,negatif
paket sudah diterima tapi selesai bisa di pesan tidak,3,netral
pengiriman Barang yang sangat lambat dan barang nya tidak sesuai,1,negatif
"aplikasi nya bagus,cuman saat pengajuan pinjaman,selalu belum di setujui, terus saat pengajuan pinjaman selalu muncul jaringan bermasalah padahal sinyal sudah bagus apk persi terbaru itu aja sih soal nya saya lagi butuh buat pinjaman darurat jga sangat d sayngan kan spinjam tidak bisa membantu😢",3,netral
"halo shopee mksh dah temenin aku belanja Selma ini,tp hari ini saya kecewa bgt,PSN cat ukuran 25kg dari tgl 22-2-2026 sampe sekarang tgl 9 Maret blm ada pergerakan di pengiriman, seandainya ga bisa dikirim tolong jgn ksh opsi pengiriman di bntu cs shopee jg g ada gunanya nyatanya pesanan saya msh diam di tempat, trima kasih",1,negatif
kurir sering minta ongkos lebih. kalau tidak di beri ongkos lebih maka peket akan di persulit.,1,negatif
APLIKASI BIADAB,1,negatif
tolong pihak Shopee Indonesia .... barang² palsu jangan dijual di Shopee....merusak reputasi sajah,5,positif
"Gw baru 1 bulan coba Shoope VIP dan experience nya sangat baik contoh : banyak promonya & paket bisa di antar lebih cepat‼️ Tidak cuma itu kalau Shoope hubungi CS nya Fast Response. But Honestly semua yang ada di Shoope VIP itu gratis di TIKTOK SHOP ‼️Gratis pula dengan tambah ongkir sedikit paket lebih cepat sampai daripada kita VIP, dibandingkan dengan SPX Hemat⁉️. CS JNT juga Fast Response banyak juga voucher diskon👍. Jadi ini PR untuk Tim Shoope kedepannya",3,netral
PENGATURAN MODE GELAPNYA GAK ADA...,3,netral
okey j,5,positif
sering buka sendiri perbaiki ny tolong aplikasi,3,netral
skrg shopee buruk sekali para penjual banyak sekali menggunakan iklan bagus tapi barang yang dijual gak bagus ini pembohongan publik mana perlindungan untuk konsumen !!! beli pake uang bukan gratisan !!!,1,negatif
"kecewa dengan pengiriman nya nya🙏 tolong di kondisikan agen SPX biar gak lama pengiriman ,",3,netral
proses pengiriman lama banget di aplikasi ini respon oprator gaada solusi jangan pake mengecewakan,1,negatif
"saya sangat tidak puas dengan aplikasi shopee ini. karna waktu upload vidio affiliate stuck vidionya, kekurangannya, cuma itu mungkin yg sangat perlu di update secepat mungkin, sekian trima kasih",3,netral
"Padahal spay saya udah lunas tapi akun saya malah dibekukan, udah chatt customer service tapi gak ada tanggapan",1,negatif
banyak produk palsu di rate star/ star plus,3,netral
kenapa saya tidak bisa belanja lagi di shopee?,3,netral
belanja,5,positif
skrng pengiriman nya jadi lama karna muter2 seperti ga dulu,3,netral
baik@andirizkina mappuji,5,positif
"aplikasi bagus, buat belanja tanpa keluar rumah, pokoknya saya suka belanja di toko Oren ini",4,positif
aku suka aplikasi bagus,5,positif
produk fashion terlalu banyak toko menjual kW pakaian 2,3,netral
"Sangat baik ,memudahkan.",5,positif
"selama masih pakai satu jasa ekspedisi, kayaknya apk ini tidak akan berkembang. paket ku stuck 2 minggu terus di kembalikan lagi. hadeh susah orange. apk nih pindah aja ke tiktok lebih cepat pengirimannya",3,netral
shopee makin keren makin banyak diskonnya dan makin memudahkan semoga sukses membangun bersama🙏🤗❤️,5,positif
"sampai sekarang tetap shopee, tampilan mudah digunakan",5,positif
"Selalu memuaskan,",5,positif
ok bngt,5,positif
"buat semuanya okelah bagus ya aplikasi shopee ini cuman dipengiriman nya sampe 2mnggu sampe ke rumah dibandingkan sama yg lain 5h udh sampe, tolong dong buat pengiriman nya jangam lama² gitu loh",4,positif
"Halo shopee kali ini 4 pesanan ku mengalami stuck tidak ada update status pengiriman, aku sudah beberapa kali hubungi cs shopee beberapa kali membuat pelaporan tapi tetap tidak ada tindak lanjut nyata. Cs shopee pun kalau sudah lelah dengan keluhan pelanggan padahal belum ada solusinya bisa seenaknya sendiri mengalihkan ke cs lain. Gimana ini? Tolong kebijakannya terkait pesanan ku yg stuck",1,negatif
nice.....👍👍👍👍,5,positif
sope memang oke,5,positif
kacau banget pengiriman delay transit di dc lama banget udh seminggu paket blom di terima,2,negatif
Tolong di pengaturan akun ada opsi ganti username 🔥💪🤘👊😎,5,positif
"Iklan maksa bgt ????, dikurangin dong itu iklan maksa, muak tau gk",2,negatif
"yaa aplikasi emang lumayan bagus sih tapii aku udah 2 kali berjuang buat dapat shopee flash shale tapi percuma ujung ujungnya gadapat juga ini buktinya aku udah nunggu 4 jam buat shopee flash shale eh malah nga dapat dapat kesel banget deh kalian mending gausah percaya sama shopee flash shale aja deh kataku soalnya itu boong percuma ujung ujungnya aku gadapat juga padahal aku udah perjuangan begadang lah sampe aku ketiduran ini ,kalian gausah donlod ini apk gjls sumpeh",2,negatif
saya device kak jangan diblokir,3,netral
"udah lama2 upgrade saat memasang gagal mulu, udah upgrade 3x masih gagal ngabisin waktu saja mana ratusan mb",5,positif
"pelayanan pengantaran khusus kota manado kenapa cuma 1x24 jam, biasa nya bisa ditunda sampai 3 hari. Skip dulu pa shopee mending pesan tiktok lewat JNT",1,negatif
"kurir sudah di lokasi dan Foto titik pengiriman. tapi paket tidak di Titip, padahal Sudah koordinasi titip saja ke temen² yg sedang jaga, toh uangnya juga sudah saya Titip. lah malah gk Di titip tih paket.. kurirnya Susah di Hubungi.. Coba Gimana Tanggapan yang Shopee? Masih mending nunggu lama tapi ada kepastian, lah ini udh di depan pintu pake gk di Titip Tuh paket...",3,netral
lu kalo iklan bikin ngotak dikit napa,1,negatif
apk kbanyakan puzzle mau belanja apa mau main game verifikasi mulu,1,negatif
"sekarang pengirimannya lemot, mengecewakan. barang baru sampai dikota saya, tapi 1minggu sudah dikirim kerumah",3,netral
ngelek.,1,negatif
👍👍👍👍👍👍👍👍👍,5,positif
sangat membantu masyarakat,3,netral
saya seller saya kurang puas dengan program nya,1,negatif
benci banget sama pencariannya. lain yg di ketik lain yg keluar,1,negatif
"oke bangt, dan mudah dlm transaksi",5,positif
"kurir solusi lama, pihak penyelesaian spx masih di pakai terus..",3,netral
iklanya palsu...gak sesuai sama aplikasi. tahunan pake shopi ..spinjam malah di bekukan berbulan²..kehabisan dana apa bagimana...perusahaanya.sangat-sangat kecewa,1,negatif
pengirimannya lama dari Jawa ke Sumatra lebih dari 10 hari,1,negatif
simpel & gratis ongkir,5,positif
bobrok,1,negatif
"pengiriman sangat lama saya sudah nunggu selama sebaiknya hari, giliran sudah di kurir paket tidak sampai"" di lokasi penerima, 5 di perbaiki untuk di jasa pengiriman jangan membuat khawatir pembeli.",2,negatif
kadang gak pengiriman informasi akurat,3,netral
pengiriman lambat dan menjengkelkan kalau memesan barangnya di Shopee biasa berubah-berubah estimasinya yang kita pesan dan jangan anda download aplikasi ini rugi nanti anda,1,negatif
"baru² 3 tahun lebih pakek aplikasi shopee lancar² aja, tapi udah ini shope sering ngebug, ngeleg2 sendiri, kadang sering keluar sendiri, dan lemot padahal sinyal lancar. Agak kecewa sih kali ini.",3,netral
"makin g jls,sudah 4 x saya pesan barang hampir 1 minggu g sampai, titiknya masih jauh sementara masa estimasinya dah lewat,,.. makin g jls,,,",1,negatif
