text,true_label,pred_label
"shopee knapa ya setiap -7 lebaran slalu over load di dc klo ga di kurir, knapaa gitu, dan tiap orderannya stuck kek gtu ampe berhari2, cumn sebatas minta maaf dan akan d perbaiki lagi, knapa gada solusi gtu mksd saya, mungkin contoh kaya penambahan karyawan baru atau mungkin part time untuk di masa bulan puasa ajaa, bisa ko bisa, muat barang sortir barang klo orngnya banyak kerjanya jdi cepet ko, behitupun di kurirnyaa, smoga masukan saya bisa di dengar terimakasih",0,0
"ongkir bagus sih, tapi lumayan nya mahal bngt",1,1
"belanjanya COD males,ngak bisa COD. jadi ajja kurirnya kadang males antar sampai rumah,makanya akun ku sepertinya di blacklist,padahal kurirnya yg seringan nggak antar sampai rumah. ngak bersahabat banget deh...",1,1
aplikasinya terlalu berat jujur..aku memilih uninstal,0,2
maaf pelayanan lama sampainya bahkan sampai 2 Minggu. baru barang sampai.,0,0
mempermudah untuk pembelanjaan barang yang susah d cari,2,2
"untuk orang"" yg sibuk aplikasi ini sangat membantu",2,2
"tolong untuk pihak shopee, kenapa akhir"" ini setiap lagi buka aplikasi lain tiba"" malah jadi buka shopee. saya merasa keganggu banget dengan adanya iklan shopee yg tiba"" padahal situasinya lagi buka aplikasi lain, tanpa ada iklan kaya gitu juga bakalan check out ko. tolong di perbaiki lagi ya sistemnya jangan kaya gitu customer lain merasa ke ganggu dengan adanya iklan shopee yg tiba"". Terimakasih",1,1
produk fashion kW banyak toko menjual pakaian terlalu 2,1,1
"ngga bisa nya lagi padahal ngg pernah cancel atau retur paket pas datang,pas d klik mau cek out cod cod gini ,kamu melebihi batas maksimum belanja ,cba metode lain saja kan anying",1,1
"Banyak penjual yang menawarkan barang tetapi tidak sesuai dengan yang di jual, saat proses pengembalian barang pun lama hingga 4 hari itu pun tak kunjung selesai tiap hari buat laporan hanya di PHP sama tim shopee. hadehh kacau deh nih shopee.. temen2 saya pun dapat kasus yang sama .. mereka juga malah sudah seminggu tidak ada penyelesaian pengembalian barang dan dana. Paket yang dikirim hilang dalam perjalanan.. pengiriman lama pada 1 daerah bisa seminggu",0,0
bgs tp gd filtur COD ny,1,1
buruk!! masa paket suka banget di tahan di gudang sampe berminggu-minggu terus suka banget majuin tanggal estimasi paket gaje. ekspedisi ga jelas.. chat cs juga gak ada gunanya aduh kasian nya..,0,0
Apk ini Jd semakin Buruk sy membeli produk digital Token Listrik sdh Lbh dari 24jam Transaksi msh diProses dan blm mendapatkan Code Number namun saldo sdh terpotong sy chat berkali² cm diTanggapi oleh AI tp TDK ada solusi sekalinya ditanggapi oleh operator tanggapannya pun sama dan sy Minta Refaund tp gk ada di List Menu Apknya Semakin kacau ini Shopee!!!,0,0
"bagus sekarang tambah betah di shopee,mudah di gunakan respon cepat.pertanggung jawaban ok. ⭐⭐⭐⭐⭐ Sangat puas dengan kinerja Shopee. Mulai dari pemesanan, pembayaran, hingga pengiriman berjalan lancar. Barang sesuai ekspektasi dan kualitas bagus.",2,2
bagus bertransaksi，makasih shopy,2,2
Sampai dengan pengiriman yg kesekian kali(lupa brapa kali sudah😁) shopee tetap masih yg terdepan😊👍🏽👍🏽👍🏽👍🏽,2,2
"oke,semua ada di shopee",2,2
"shoope skrng ga kaya dulu, pengantaran nya lama bgt biasanya satu dua hari sampe, skrng tiga sampai 4 hari baru sampai",1,1
udh update tpih knp nggk bisa bisa kk😔 wirdashop23 mohon bntuannya.knp tdk cod cod kk,1,1
"adanya lebih belanja Shopee., mudah,",2,2
suka sama shope .banyak vocernya. tapi yg gk suka 1. kalo mau buka lemot gitu. lodingnya lumayan lama. tapi gk masalah sih..,0,0
aplikasih in sangat banget barang barang yg bagus -bagus.dan sering memiliki ad promo .datang nya juga cepat,1,2
sangat membantu dalam keuangan,2,2
suka error kayak ny sinyal trus padalah bagus sinyal tidak,1,1
belanja hanya di Shopee,2,2
"Aplikasinya sebenarnya bagus dan sering saya pakai belanja. Tapi saya kecewa karena tiba-tiba metode COD tidak bisa dipakai sama sekali, padahal sebelumnya tidak pernah ada masalah dengan pesanan saya. Semoga Shopee bisa memperbaiki sistemnya atau memberikan yang penjelasan jelas kalau memang ada pembatasan COD, supaya pengguna tidak bingung saat ingin checkout.",1,1
"sangat membantu dalam berbelanja dan banyak sekali diskon , cuma sayang sekali s.paylater dan s.pinjam saya di tangguhkan terlalu lama sekali sudah 3 tahun tidak ada kejelasan dan solusi agar saya dapat menggunakan s.paylater dan s.pinjam dari pihak shopee.",1,1
alhmdulillah sangat membantu,2,2
sangat puas dgbshope,2,2
"Mudah digunakan,Sangat membantu smoga semakin Baik dalam pelayanan,Trims",2,2
Hampir tiap hari belanja di Shopee.Banyak diskonnya n ragam2 barang.Dr yg branded smp yg biasa tumpah ruah di shopee.Cm kenapa ya hari ini aku kok ga bs CO.Ad peringatan dibatasi krna shopeelater sudah limit.Pdhl aku ga prnh buka Later samsek.Mau transf sesama shopee jg ga bs.Apa lg arror kah?,2,0
"Banyak toko yg abal abal.. barang yg di jual kualitas buruk, tambah lagi pesanan banyak yg datang beda warna ukuran, model , sampai pesan baju laki datang baju wanita, gilaaa SORTiR dong toko tokonya Shopee",0,0
lama paket nya datang,0,0
"Bagus buat belanja online,tpt wktu packing barang ny jg rapi",2,2
Apk nya sih ya bagus bagus aja cuman kadang ada aja masalahnya kek voucher GK bisa dipake contoh: voucher gratis ongkir. Kalo semisal vouchernya g BS d pke mendingan g udah dikasi dari pada anggapannya kek kikir gt,1,1
"coba nomer shope kasih di kurir nya, karna paket yg seharus nya sudah sampe masih belum sampe",1,1
sangat mudah digunakan dan praktis,2,2
"kecewa karna skrng makin banyak tokoh yg gk amanah bahkan penipuan akan barang yg di kirim teramat lihat di banyak dari nilai rating toko yg makin banyak di bawah 4,8",1,1
Good job,2,2
shopee adalah belanja online paling baik dr flatform online yg lain nya dan terutama harga nya terjangkau dan memudahkan member shopee itu sendiri. Good shopee and Thankyou,2,2
amplikasi yg membantu costamer mencari barang kebutuhan,2,2
"tiba² banget perangkat ku diblokir padahal tidak pernah melakukan pelanggaran biasanya aja aku CO baju aman, beli makanan di shoopefood aman juga eh pas aku buka mau beli makanan lewat shopeefood malah diblokir perangkat ku gaje banget.",0,0
kenapa minimal belanja 30 RB bisa bisa dapat ongkir sedangkan dibawah 30 RB tidak dapat ongkir tolong kembalikan shopee gratis ongkir belanja minimum tanpa 30rb sangat kecewa,1,1
sangat menarik,2,2
"dua kata, Shopee juosss,",2,2
"Payah Kenapa Kalo Order Barang instan Susah Bgt Dapet Drivernya,",0,0
rugi 2.000 diganti 20.000 lol,0,0
"kurir mati dijalan kali ya, apa mungkin ngirim pakai sepeda atau jalan kaki",0,0
"ga lagi-lagi belanja di aplikasi ini, kurir seenaknya sendiri jadwalin ulang pengiriman paket, mau minta solusi ke cs tpi susah bener terhubung ke cs nya",0,0
aplikasi nya oke ya bagus tapi kenapa dan sistem cod nya gak bisa digunakan,1,1
shopee makin ke sini makin buruk pengiriman barang sering di tunda tunda tidak sesuai estimasi,0,0
Shopie sangat membantu memudahkan belanja,2,2
bisa Nggak di unduh,1,1
tidak layanan ajukan pengembalian kenapa bisa di akses,0,0
"flash sale itu akal akalan apa gimana, gua beli gak nyampe sedetik dah abis, flash sale 00.00 gua beli 00.00 doang pembelian 00.01, gak dapet anjir akal akalan shopee selesai ini mah",0,0
"mau buat ketik terus barang muter nyari pusing dah,,",1,0
kak seneng sih belanja di shopi tpi ke kak shopi saya ngak bisa cod lagi kak bantu kembali kan dong kak sayang cod lagi,1,1
sejauh sesuai barang selalu ini,2,2
tidak sesuai harga saat sebelum dan setelah cek out.,0,0
Paket sllu gk tepat waktu,1,2
sangat membantu buat belanja online,2,2
Makin lemot. Makin banyak iklannya di dimana... lain. udah kayak Laz*d* dan TOK* P*D*A. iklannya aplikasi,1,1
"ok, banyak toko yg mengirim barang kondisi rusak... bintang 1 aj .. bunga. gede spinjam jangan mau pake.... parah",0,2
"iklan shope g apa"" padahal ga ada mencet ngotak,",1,2
"biaya admin yang ditanggung penjual banyak banget, jual barang 120k kena admin 12k. pantesan sekarang gua kalo beli barang di shopee mahal banget, ternyata harga pada dinaikin sama penjual, kayanya gak lama gua bakal pindah ke tiktokshop.",0,0
"kak Napa di shopee aku dah 3kali ,barang suka di terima bang paket sendiri,seakan²barang sudah sampe di rumah,terus barang paketnya moto asal²aja ,tapi bang tidak sampai ke pihak yang beli,di terima Abang paketnya,jadi paket suka di kirim sampe lewat jauh dari tanggal datengnya barang",1,1
"iklannya ga ngotak, lagi baca wattpad tiba2 beralih ka shopee padhal ga kepencet pernaah sekali, dan bukan sekali duakali tpi sering. lgian bkin iklan segitunha banget. terus shopee sjrng pake spx kurirnya ga sama chat dlu kalau kirim barang jd jena tipu deh",1,1
jangan beli barang di aplikasi shopee karena karena pelayanannya kurang baik tidak ada keterangan tukang kurir paket saya udah 3 hari belum sampai-sampai ke rumah padahal saya udah bayar lewat saldo shopeepay sebesar 100000 Saya minta ganti sama pihak shopee tidak dikasih malah suruh nunggu 5 hari lagi lebih baik beli di tiktok shop Lazada atau Tokopedia jangan pernah beli di shopee beli di shopee bikin hati kayak sapi,0,0
"gak nyaman bggt ,dngn munculnya perintah suruh download aplikasi seller center ,d pencet X gak hilang2 juga . udah pernah coba download gak begitu membantu ,,akhirnya saya hapus lagi.",0,0
GELAPNYA MODE PENGATURAN GAK ADA...,1,1
"sehari ini 4x shopeefood dibatalkan, padahal pembayaran pakai shopeepay",0,0
mantap aplikasi shopee ini jadi lebih mudah belanja,2,2
"suka yg belanja d sini, barang apapun banget kita cari semua ada, banyak diskos. sy suka banget sama livenya shopee",2,2
"mohon untuk pihak shoppe untuk meningkatkan server pusat bantuan , dikarenakan sekarang untuk menghubungi cs shopee melalui chat tidak secepat dulu, skarang banyak antrian dan menunggu dengan waktu yang lama, mohon untuk meningkatkan kinerja nya lgi seperti dhulu, cepat dan bertanggung jawab",2,1
"SPX sekarang lama seminggu 3-4 hari sampai sekarang hampir estimasinya,biasanya baru sampai,",1,1
mantap dan sangat bagus mempermudah belanja + gratis ongkir juga. trimakasih,2,2
berat banget tampilan ui nyaa,0,1
mantap terpercaya,2,2
Belanja di shopee Mudah cepat dan tepat.,2,2
"3x ini pesanan stuck lama di beberapa DC yg terakhir ini hampir 1minggu belum terkirim, padahal estimasi awal 3 hari sudah diterima, mohon diperbaiki dan dipercepat dalam proses seleksi barang dan pengiriman disetiap DC",0,0
pengirimannya banget lamaaa 👎🏻👎🏻👎🏻👎🏻,1,1
Shopee Emang Terbaik👍🏻👍🏻👍🏻,2,2
"saya sangat merasa senang blanja kurir shopee,karna di ny ramah dan baik baik",2,2
"BANYAK TOKO ABAL-ABAL KUALIFIKASI DAN KINERJA SHOOPE BAGAIMANA,MENYARING TOKO YANG ABAL ABAL ?!!!!",0,0
mantap topinya kainnya tebal..,2,2
harus perhatikan di lagi buat para nasabah,2,1
rugi aku pakai shope dah bertahun taun plylater di non aktifkan dah di kasih untung kita blanja ga ada teloransi sama sekali. dah ga usah di pakai lagi ni shope parah banget,1,1
semoga belanja,1,1
terbalik Shopi,1,1
kurang memuas kan pelayanan cs nya suka bohong. kurir nya gak jelas . gak sopan juga terkendala paket ku yg gak sampai2 gara2 kurir ny sekongkol . gak tau motif nya apa kata ny siap anterin paket d tunggu mlh no sya d blok,0,0
mantap marketop,2,2
aplikasi benja online terlelet! udh lelet! barang SPX mau 2minggu ga sampe sampe! 7 barang ststusnya masi ga jelas!!!,0,0
"di pas saya buat akun baru terus pake voucher pengguna baru , padahal Belum di pake sama sekali, pas di pake tidak bisa dengan alasan voucher sudah kenapa gunakan padahal belum,mohon ke pihak tim shopee di perbaiki bug nya",1,1
pengirim lambatttt,0,0
Aplikasi nya bagus. warna setiap pesan barang tidak sesuai dengan tapi yang di kirim,1,1
permainan banyakin shopee sebaiknya jangan dipersulit contohnya permainan bedug berkah sebaiknya dipermudah dong dan di juga vouchernya,0,0
Sangat bagus good job,2,2
puas belanja di shopee mantap,2,2
"cape cape isi formulir buat pengaduan blesan nya isi ""tolong formulir lagi""",1,1
"semenjak ada sopi hrus muda belanja ngk jadi panas2 dan ngk harus pisah toko kesana kemari, terimakasih sopi semoga kedepan nya lebih maju dan lebih amanah",2,0
gue cuman taroh di keranjang cuman ta pesan,0,2
"sekarang pengirimannya lemot, mengecewakan. barang dikota sampai sudah saya, tapi 1minggu baru dikirim kerumah",1,1
lemot bgt,0,0
transaksi cepat ga ribet,2,2
lama banget gajelas mesen tanggal 2 estimasi sampe tanggal 7 ampe karang belom sampe sampe,0,0
jelek sekali stuck seminggu lebih cs ga ada gunanya sama paket bukannya ngasih solusi malah bales pakai ai terus,0,0
jasa pengiriman shopee ini emang tambah lemot banget nanti barang kok stuck di agen dari tgl 18-21. padahal estimasi sampai tgl 22. ya? tgl 22 masih stuck mundur lagi estimasi tiba nya. kalau gitu terus kapan dapat ganti kompensasi untuk pelanggan?,0,0
jasa kirim spx yang dipakai Shopee tidak bagus. kurir nakal tidak ditindak tegas. sangat kecewa sama Shopee. bukannya memperbaiki pelayanan jasa kirim.. malah masih dipelihara kurir nakal😈😈😈 & kurang ajar.,0,0
shopee memang terbaik solusi semua nya,2,2
pengiriman lambat di shopee buruk 1minggu baru datang langsung di buang ke tongsampah barang nya ngga guna lagi 👎,0,0
tinggal kenangan,1,1
"barang yg di pesan deskripsi, sesuai",2,2
kasih bintang 5 semoga dapat potongan harga.,2,2
"setiap kita pesan selalu cepat dtng ny dan sesuai dngn kita mau,, saya senang bisa pakai setiap shopee gampang dan mudah,, sekarang kok beda ya, apk pesanan saya dtng gak pemberitahuan oleh kurir nya,,",1,1
"Banyak toko yang tidak update barangnya, giliran di check out ga dikirimi tiba2 dana dikembalikan, terus ganti toko lama ga dikirim2 tiba2 dikirim nyampenya ga sesuai :'",0,0
"komplit dan real pict, kurirnya rama² bnyak gratis ongkir. shopee yaaa pertahankan 😍🙏",2,2
aplikasi teberat hp untuk saya.,0,0
"Belanja di Shopee mudah, nyaman dan aman. Tetap harus teliti dalam berbelanja online dalam hal kualitas dan harga.",2,2
sangat baik menarik dan sangat mudah di gunakan sgt dan membantu,2,2
Pling ribet pusing bgt mau kembali ke akun jadul susahnya minta ampun.,0,0
"bgus si , diskonnya jg bnyak , tapi banyakin aja hhe , minusnya dibatas akun , maximal akun di 1 hp tu hrusnya 10 bukan 3 , 3 mh dikit bgt , 10 tuh biar pda bisa ganti"" dlam 1 hp ak pke 3 hp buat akun jdnya 9 , minimal updt deh shoppe max akunnya jd 10",1,1
"kalo tidak sanggup dengan ekspedisinya spx silahkan kerjasama seller ekpedisi lain, tiap ramadhan gini mulu, over load terus, manajemennya spx sangat burukk, klo gini trus dg dan pelanggan akan kaburrr.,,",0,0
"ini penipuan apa gimana tek Diamond ML di shope saldo udah beli TF Diamond kagak masuk gimana lah,saya sudah ajukan pengembalian dana malah ditolak, haduhh. tolong donk pihak shoope ditindak lanjuti......jangan sampai tek viralin ntar 🙏🏼",1,1
"SHOPEE STOP IKLAN DIMANA DIMANA PLS STOP MANA IKLANNYA LAMA TERUS HARUS PENCET TANDA X BERKALI KALI,, N KADANG ADA JEBAKAN. DEHH,, GA",1,1
suka elor gajelas,0,0
MIN PERBARUI AKUN SHOPPE AKU YA. SOALNYA BELI BAJU GA BISA COD 🙏🙏🙏,0,0
"tolong dong ini gimana aplikasi nya, gabisa buat cod untuk barang lagi, soalnya lebih mudah trus lebih sering belanja pakai metode cod tapi knp gk bisa lagi tolong di perbaiki lagi,aku kasih bintang 3 dulu entar klok kasih bisa metode cod nya Bru aku udh bintang 5.. tolong di respon ya segera ...",1,1
"mau buat ketik dah,, barang muter terus pusing nyari",1,1
"butuh sesuatu, bisa dicari dan dapatkan info di shopee.. membantu sekali",2,2
apk buruk,0,0
"udah pake filter toko tapi yang muncul kebanyakan cod, yang gk bisa pake cod",1,1
Jakarta ke Depok tembus seminggu lebih.smakin ngaco.,0,0
saya kasih bintang 1 karena kalo masuk langsung ke sopi video. sangat menganggu dan keluhan ini ga pernah ditanggapi.,0,0
"segitunya ga pengen dapetin hadiah ya? gw udah 10× menang beduk berkah tapi alasanya kesalahan jaringan mulu, kalo ga niat bikin game mending gausah bikin deh wkwkwk mentok2 cmn 200 poin",0,0
sangat luarbiasa dan bagus,2,2
sistem sialan ini namanya perbudakan modern driver secara gak langsung sini ambil orderan atau kena point..makin ke harus sistem semakin gak jelas..,0,0
kalo mau belanja online di sini yng terbaik,2,2
"UI-UX nya kurang banget, coba dibuat lebih Simple - supaya gak terlalu berat juga untuk UI-UX user, terlalu ramai biasanya proses scrolling / upload produk jadi lebih lama",1,1
pengirimannya terlalu lama,1,0
"Mantapssss👍, sesuai , joss , amanah ...",2,2
"saya berharap para kurir tidak sesuka jidat membatalkan pesanan secara sepihak,jangan pagi bilangnya bisa diambil besok,pas malamnya bilang tidak bisa dan harus diambil malam ini,,,hallo diantarkan dong kalau gitu jangan main dibatalkan saja",2,2
tolol yang di serch apa tiba tiba pindah ke iphone nyusahin orng,0,0
ganggu iklan lu,0,0
"kurir sudah di lokasi dan Foto titik pengiriman. tapi paket tidak di Titip, padahal Sudah koordinasi titip saja ke temen² yg sedang jaga, toh uangnya juga sudah saya Titip. lah malah gk Di titip tih paket.. kurirnya Susah di Hubungi.. Coba Gimana Tanggapan yang Shopee? Masih mending nunggu lama tapi ada kepastian, lah ini udh di depan pintu pake gk di Titip Tuh paket...",1,1
berguna..dn lebih murah,1,1
"bikin misi ga jelassssss, dzolim banget bulan Ramadhan, ngadain event tp ga mampu bayar affiliate. padahal kita bener2 susah susah cari pengguna baru ngajak2 temen saudara biar pakai Shopee. paraaahhh",0,0
